Title,Anger,Fear,Joy,Love,Sadness,Surprise,Protagonist Roles,Time Period,Dominant Time of Day,Genres
Mulan,0.84145081,0.103210792,0.038583126,0.001553267,0.013670954,0.001531103,Realist,Past,Daytime,"['Adventure', 'Comedy', 'Family']"
Mulholland Drive,0.112611003,0.881936729,0.001717431,0.000660924,0.001462985,0.001611032,Monster/Killer/Victim,Past,Daytime,"['Thriller', 'Romance', 'Horror', 'Drama']"
Mumford,0.514413297,0.037270017,0.141211808,0.011898062,0.291335672,0.003871215,Fighter,Past,Daytime,"['Comedy', 'Drama']"
Music of the Heart,0.033312086,0.051139869,0.868994594,0.028069187,0.010237553,0.008246779,Comedian,Past,Daytime,['Drama']
Mute Witness,0.676998019,0.31136921,0.006062604,0.001059468,0.003274276,0.00123637,Detective/Spy,Present,Nighttime,"['Thriller', 'Horror']"
My Best Friends Wedding,0.487566322,0.008642789,0.412504584,0.015860131,0.071225874,0.00420032,Detective/Spy,Past,Daytime,"['Comedy', 'Romance']"
My Girl,0.007251937,0.013662153,0.001439955,0.000359101,0.976866066,0.000420718,Detective/Spy,Past,Daytime,"['Romance', 'Comedy', 'Drama', 'Family']"
My Week with Marilyn,0.000318454,0.000264801,0.997981429,0.000546709,0.000303282,0.000585286,Fighter,Past,Daytime,['Drama']
Mystery Men,0.005989366,0.001815488,0.985260904,0.001676855,0.004198074,0.001059281,Fighter,Past,Nighttime,"['Comedy', 'Fantasy', 'Action']"
Napoleon Dynamite,0.002500585,0.004422141,0.905588329,0.001323963,0.005097832,0.081067175,Realist,Present,Daytime,['Comedy']
Nashville,0.344194561,0.299375117,0.266666532,0.052906964,0.023923619,0.012933194,Realist,Past,Daytime,['Drama']
Natural Born Killers,0.852042317,0.02733716,0.109022088,0.004144511,0.005450348,0.002003612,Detective/Spy,Past,Daytime,"['Thriller', 'Crime', 'Romance', 'Action']"
Never Been Kissed,0.024305278,0.966657996,0.004360968,0.001278649,0.001863663,0.001533477,Fighter,Past,Daytime,"['Comedy', 'Romance']"
New York Minute,0.001896885,0.994654179,0.000679699,0.000211316,0.000394789,0.002163162,Child,Past,Daytime,"['Comedy', 'Adventure', 'Action', 'Family']"
Newsies,0.623061121,0.172108606,0.153113589,0.006755819,0.03931836,0.005642563,Detective/Spy,Past,Daytime,['Family']
Next Friday,0.00088662,0.012840906,0.005470118,0.000778903,0.001918012,0.978105485,Law Person/Outlaw,Past,Daytime,['Comedy']
Next,0.107930556,0.004330594,0.006574597,0.001126208,0.879574478,0.000463589,Superhuman/Scientist/Alien/Robot,Past,Nighttime,"['Thriller', 'Sci-Fi', 'Action']"
Ni vu ni connu,0.528193653,0.130626827,0.288893133,0.009404124,0.037312981,0.005569283,Realist,Past,Nighttime,['Comedy']
Nick of Time,0.037099432,0.003735639,0.948462903,0.003177283,0.004358708,0.003166067,Child,Future,Daytime,"['Thriller', 'Crime', 'Drama']"
Night Time The Poltergeist Treatment,0.004649903,0.000654184,0.691280603,0.299908638,0.002144333,0.00136241,Realist,Past,Nighttime,['Horror']
Nightbreed,0.726804852,0.236727238,0.005968385,0.00393542,0.021833897,0.004730207,Monster/Killer/Victim,Future,Daytime,"['Horror', 'Fantasy', 'Action']"
Nightmare on Elm Street A,0.84670037,0.137380332,0.005509973,0.001391987,0.006311822,0.002705583,Realist,Past,Nighttime,"['Horror', 'Comedy']"
Nightmare on Elm Street The Final Chapter,0.005133939,0.001250081,0.990408421,0.000971047,0.001774321,0.000462167,Detective/Spy,Past,Nighttime,"['Horror', 'Comedy']"
Nine,0.025765477,0.964521229,0.004552076,0.000454232,0.003058774,0.0016482,Soldier,Past,Daytime,"['Romance', 'Drama']"
Ninja Assassin,0.977994978,0.004509162,0.010752401,0.001765526,0.004532154,0.000445744,Realist,Past,Daytime,"['Thriller', 'Crime', 'Drama', 'Action']"
Ninotchka,0.004126964,0.884295166,0.0019392,0.000637369,0.001022579,0.107978687,Child,Present,Daytime,"['Comedy', 'Romance']"
No Country for Old Men,0.014411791,0.002020278,0.02485285,0.001734461,0.956246257,0.000734339,Realist,Past,Daytime,"['Thriller', 'Crime', 'Drama']"
No Strings Attached,0.442543417,0.250109017,0.282372087,0.008148596,0.008996635,0.007830282,Realist,Past,Daytime,"['Comedy', 'Romance']"
Notting Hill,0.061803099,0.085994691,0.825623274,0.003247855,0.010390535,0.012940574,Realist,Past,Daytime,"['Romance', 'Comedy', 'Drama']"
Nurse Betty,0.050916553,0.115442157,0.759386778,0.029296791,0.027927833,0.017029859,Detective/Spy,Past,Daytime,"['Thriller', 'Comedy']"
Oblivion,0.007431271,0.082343802,0.01481695,0.001344583,0.006589295,0.88747412,Detective/Spy,Past,Daytime,"['Adventure', 'Sci-Fi', 'Action']"
Observe and Report,0.001885271,0.00092619,0.995184124,0.000559481,0.000833854,0.000611088,Detective/Spy,Present,Daytime,"['Crime', 'Comedy', 'Drama']"
Obsessed,0.038824182,0.004617548,0.91453737,0.005524783,0.034523215,0.001972804,Detective/Spy,Past,Daytime,"['Thriller', 'Drama']"
Oceans Eleven,0.645551026,0.240532413,0.04378932,0.002083102,0.066523351,0.001520829,Realist,Past,Nighttime,"['Thriller', 'Crime', 'Comedy']"
Oceans Twelve,0.236370847,0.277920604,0.438362658,0.004626525,0.023381237,0.019338068,Monster/Killer/Victim,Past,Daytime,"['Thriller', 'Crime', 'Comedy']"
Office Space,0.857163131,0.047379654,0.058572162,0.001414475,0.033532169,0.00193835,Realist,Past,Daytime,['Comedy']
Omega Man,0.093571991,0.016558956,0.862367809,0.00482058,0.020613177,0.002067465,Realist,Past,Daytime,"['Thriller', 'Drama', 'Sci-Fi']"
One Flew Over the Cuckoos Nest,0.156174541,0.831086636,0.006647793,0.000842158,0.003501043,0.001747827,Realist,Past,Daytime,['Drama']
Only God Forgives,0.00178974,0.995923638,0.000958739,0.000166997,0.00053136,0.000629595,Realist,Present,Daytime,"['Thriller', 'Crime', 'Drama']"
Ordinary People,0.003774671,0.004061179,0.971936047,0.002505474,0.002684081,0.015038529,Detective/Spy,Future,Daytime,['Drama']
Orgy of the Dead,0.348352492,0.422427773,0.183538988,0.010499997,0.022720287,0.012460416,Realist,Past,Nighttime,"['Horror', 'Fantasy']"
Orphan,0.016094802,0.077796184,0.005633716,0.000781505,0.898563206,0.001130645,Detective/Spy,Past,Daytime,"['Horror', 'Drama']"
Out of Sight,0.015932674,0.976998985,0.003865331,0.00041681,0.001577425,0.001208821,Detective/Spy,Past,Daytime,"['Comedy', 'Romance', 'Thriller', 'Drama', 'Crime']"
Pandorum,0.001212846,0.98854208,0.000639712,0.000205177,0.006303004,0.003097194,Realist,Present,Daytime,"['Horror', 'Sci-Fi', 'Action']"
Panic Room,0.760898829,0.037683651,0.147782981,0.005421995,0.042221569,0.005991045,Soldier,Past,Nighttime,"['Thriller', 'Crime', 'Drama']"
ParaNorman,0.606776416,0.284612507,0.033249475,0.00383533,0.064746089,0.006780197,Detective/Spy,Past,Daytime,"['Adventure', 'Comedy']"
Pariah,0.265123338,0.025868827,0.665667057,0.025883196,0.011193533,0.006264047,Realist,Present,Nighttime,['Drama']
Passengers,0.001628142,0.009786366,0.004612661,0.000706258,0.982362092,0.000904473,Detective/Spy,Past,Daytime,"['Romance', 'Drama', 'Sci-Fi']"
Paul,0.118560806,0.144550726,0.231838524,0.463541001,0.033600852,0.007908029,Child,Past,Daytime,"['Adventure', 'Comedy', 'Sci-Fi']"
Pearl Harbor,0.677707851,0.217315868,0.046560489,0.003102105,0.05185603,0.003457595,Detective/Spy,Past,Daytime,"['Romance', 'War', 'Drama', 'Action']"
Peeping Tom,0.016749937,0.022216845,0.941261709,0.00400185,0.01407587,0.00169377,Detective/Spy,Past,Nighttime,"['Thriller', 'Horror', 'Drama']"
Peggy Sue Got Married,0.088370509,0.006047999,0.778226614,0.009438174,0.116913423,0.001003359,Realist,Present,Daytime,['Comedy']
Perfect Creature,0.021785408,0.942521155,0.011146707,0.000868108,0.005086305,0.018592322,Detective/Spy,Past,Nighttime,"['Fantasy', 'Action', 'Horror', 'Drama', 'Sci-Fi']"
Perfect World A,0.016443137,0.802202702,0.087245896,0.002753967,0.070625149,0.020729112,Detective/Spy,Past,Daytime,"['Crime', 'Drama', 'Action']"
Pet Sematary II,0.67007345,0.285012066,0.017239133,0.002673835,0.020470681,0.004530868,Detective/Spy,Past,Nighttime,['Horror']
Pet Sematary,0.369960099,0.034328137,0.094486542,0.004125042,0.495022297,0.002077857,Realist,Past,Daytime,['Horror']
Petulia,0.022411447,0.003460861,0.956324637,0.003970061,0.010909015,0.002923955,Monster/Killer/Victim,Past,Daytime,['Drama']
Philadelphia,0.892294586,0.059182838,0.035845533,0.001853956,0.00909864,0.001724342,Superhuman/Scientist/Alien/Robot,Past,Daytime,['Drama']
Phone Booth,0.9963696,0.001950062,0.000546013,0.000191386,0.000753903,0.000189002,Realist,Future,Daytime,['Thriller']
Pi,0.429878831,0.049201429,0.439122856,0.010127338,0.069535114,0.002134461,Law Person/Outlaw,Past,Daytime,"['Thriller', 'Sci-Fi']"
Pineapple Express,0.067638546,0.875592351,0.018628351,0.007889666,0.016169095,0.014082003,Law Person/Outlaw,Past,Daytime,"['Thriller', 'Crime', 'Comedy']"
Pirates of the Caribbean Dead Mans Chest,0.010900695,0.007447444,0.94233495,0.024111139,0.009380695,0.005825173,Realist,Present,Daytime,"['Adventure', 'Comedy', 'Fantasy', 'Action']"
Pirates of the Caribbean,0.673948288,0.082956985,0.220544592,0.0033221,0.012114398,0.007113613,Monster/Killer/Victim,Present,Daytime,"['Comedy', 'Adventure', 'Action']"
Pitch Black,0.055160791,0.203451812,0.012818227,0.002303799,0.723814905,0.002450425,Soldier,Past,Daytime,"['Thriller', 'Horror', 'Sci-Fi']"
Platinum Blonde,0.009673997,0.009084568,0.931253552,0.001730728,0.005625206,0.042631906,Detective/Spy,Present,Daytime,"['Comedy', 'Romance']"
Platoon,0.361044168,0.101373486,0.355432481,0.052064829,0.121475674,0.008609375,Detective/Spy,Past,Daytime,"['War', 'Drama', 'Action']"
Pleasantville,0.015102748,0.260780275,0.020320894,0.002210156,0.00648345,0.695102513,Comedian,Past,Daytime,"['Comedy', 'Fantasy', 'Drama']"
Point Break,0.336485863,0.287199795,0.336148024,0.016142767,0.016209008,0.007814552,Detective/Spy,Past,Daytime,"['Action', 'Thriller', 'Drama', 'Crime', 'Adventure']"
Pokemon Mewtwo Returns,0.014802205,0.093441412,0.849019051,0.00265951,0.007143337,0.032934457,Realist,Present,Daytime,"['Adventure', 'Fantasy', 'Family']"
Precious,0.099051811,0.807382703,0.052111734,0.002408953,0.032721404,0.006323394,Fighter,Past,Daytime,['Drama']
Predator,0.035671279,0.635890424,0.245046929,0.020724343,0.019985313,0.042681675,Realist,Past,Nighttime,"['Thriller', 'Horror', 'Sci-Fi', 'Action']"
Pretty Woman final script,0.717917502,0.123709366,0.04611909,0.002174867,0.107419401,0.002659788,Soldier,Past,Daytime,"['Comedy', 'Romance']"
Pretty Woman,0.739671052,0.154729918,0.040321846,0.002140045,0.0533472,0.009789839,Spouse/Lover/Ex,Present,Nighttime,"['Comedy', 'Romance']"
Pride and Prejudice,0.106144629,0.011944607,0.870955884,0.003594616,0.004896016,0.002464164,Detective/Spy,Future,Daytime,"['Romance', 'Drama']"
Priest,0.993040323,0.003259406,0.001874253,0.000471135,0.001061423,0.000293298,Fighter,Past,Daytime,"['Horror', 'Sci-Fi', 'Action']"
Prom Night,0.960777521,0.010479599,0.022481278,0.000797625,0.004613095,0.000850879,Detective/Spy,Past,Nighttime,"['Thriller', 'Horror']"
Prometheus,0.003795438,0.953471303,0.001213781,0.000716744,0.001456734,0.039346009,Detective/Spy,Future,Daytime,"['Adventure', 'Sci-Fi']"
Psycho,0.719633877,0.101596802,0.077156611,0.008830703,0.089356832,0.003425124,Monster/Killer/Victim,Past,Daytime,"['Thriller', 'Horror']"
Public Enemies,0.981800795,0.009511068,0.00347807,0.000519121,0.004353504,0.000337405,Child,Past,Daytime,"['Thriller', 'Crime', 'Drama']"
Pulp Fiction,0.301551342,0.018555544,0.64648056,0.003073154,0.028853834,0.001485533,Detective/Spy,Past,Daytime,"['Thriller', 'Crime', 'Drama', 'Action']"
Punch-Drunk Love,0.994161427,0.002194555,0.001547355,0.000267939,0.001578543,0.000250187,Detective/Spy,Future,Daytime,"['Romance', 'Comedy', 'Drama']"
Purple Rain,0.06798026,0.02625251,0.879981935,0.011804726,0.010999595,0.002980992,Detective/Spy,Past,Nighttime,['Drama']
Quantum Project,0.834398627,0.112770565,0.018568734,0.004535692,0.028006399,0.001720017,Realist,Past,Daytime,['Drama']
Queen of the Damned,0.0073049,0.004338041,0.00166645,0.00210017,0.984227598,0.000362873,Realist,Past,Nighttime,['Horror']
Rachel Getting Married,0.997563481,0.00101414,0.000427149,0.000180461,0.000658087,0.000156727,Child,Present,Daytime,"['Romance', 'Drama']"
Raging Bull,0.003204322,0.006760345,0.971503139,0.001363026,0.002002514,0.015166734,Realist,Past,Nighttime,['Drama']
Raising Arizona,0.852933586,0.023958873,0.032687023,0.002985552,0.086428784,0.001006128,Fighter,Past,Daytime,['Comedy']
Rambling Rose,0.64236927,0.009240604,0.33029902,0.007755072,0.00794911,0.002386915,Monster/Killer/Victim,Past,Daytime,['Drama']
Rambo First Blood II The Mission,0.697142541,0.270569861,0.014070204,0.001522537,0.014790699,0.001904192,Realist,Past,Daytime,"['Adventure', 'Action']"
Real Genius,0.068460509,0.109744526,0.741207182,0.008239331,0.066584371,0.005764124,Realist,Present,Daytime,['Comedy']
Rear Window,0.920673609,0.004012832,0.027292632,0.001358667,0.046032131,0.00063024,Detective/Spy,Future,Daytime,['Thriller']
Rebel Without A Cause,0.986586452,0.01150958,0.000429423,0.000557281,0.00065537,0.000261867,Child,Past,Nighttime,['Drama']
Red Planet,0.111952029,0.216390669,0.548645556,0.012210139,0.10317605,0.007625532,Realist,Past,Daytime,"['Thriller', 'Sci-Fi', 'Action']"
Red Riding Hood,0.002657084,0.994222105,0.000635709,0.000588817,0.001373481,0.000522833,Detective/Spy,Past,Nighttime,"['Horror', 'Fantasy']"
Reindeer Games,0.020356651,0.166527718,0.003326762,0.000939185,0.806736112,0.002113588,Monster/Killer/Victim,Present,Daytime,"['Thriller', 'Crime', 'Drama', 'Action']"
Remember Me,0.00393045,0.979347765,0.012523891,0.00056621,0.001995669,0.001635974,Realist,Past,Daytime,"['Romance', 'Drama']"
Repo Man,0.000596915,0.000412161,0.997008145,0.000605392,0.000871677,0.000505699,Detective/Spy,Present,Daytime,"['Comedy', 'Sci-Fi']"
Reservoir Dogs,0.004639369,0.991465509,0.001289089,0.00076722,0.001349555,0.000489349,Realist,Past,Daytime,"['Thriller', 'Crime', 'Action']"
Resident Evil,0.102956742,0.842717052,0.019750711,0.002302232,0.029642936,0.002630343,Detective/Spy,Present,Daytime,"['Thriller', 'Horror', 'Sci-Fi', 'Action']"
Return of the Apes,0.029471129,0.182053134,0.00407955,0.001726089,0.780376196,0.002293947,Child,Past,Daytime,"['Drama', 'Sci-Fi', 'Action']"
Revolutionary Road,0.021022173,0.006171059,0.960176706,0.004306553,0.005235088,0.003088361,Detective/Spy,Past,Daytime,"['Romance', 'Drama']"
Ringu,0.007200035,0.989813745,0.000716009,0.000223786,0.001378989,0.000667448,Realist,Past,Daytime,"['Thriller', 'Horror']"
Rise of the Guardians,0.001046751,0.997321069,0.00036914,0.000136595,0.000303724,0.000822687,Detective/Spy,Past,Daytime,"['Adventure', 'Family']"
Rise of the Planet of the Apes,0.004377049,0.992931843,0.000990941,0.000216307,0.000751658,0.000732172,Soldier,Past,Daytime,"['Drama', 'Sci-Fi', 'Action']"
RKO 281,0.193395466,0.360318065,0.348549843,0.006902701,0.08132153,0.009512392,Detective/Spy,Past,Daytime,['Drama']
Robin Hood Prince of Thieves,0.539634168,0.336510062,0.054340743,0.013026737,0.053667031,0.002821279,Monster/Killer/Victim,Present,Daytime,"['Adventure', 'Drama', 'Action']"
RocknRolla,0.027142523,0.003051132,0.961975276,0.002269619,0.004428366,0.001133063,Realist,Past,Daytime,"['Crime', 'Comedy', 'Action']"
Rocky,0.100402758,0.017202262,0.857867479,0.004488795,0.018719988,0.001318803,Realist,Past,Daytime,"['Romance', 'Drama']"
Ronin,0.736134231,0.025108218,0.010352485,0.209325254,0.01574594,0.003333886,Detective/Spy,Past,Daytime,"['Thriller', 'Crime', 'Action']"
Room,0.015777711,0.52194345,0.004472946,0.011029446,0.44058007,0.006196429,Detective/Spy,Past,Daytime,['Drama']
Runaway Bride,0.009497885,0.984342158,0.001781823,0.000267573,0.00170994,0.002400569,Comedian,Past,Daytime,"['Comedy', 'Romance']"
Rush Hour 2,0.038342305,0.679511607,0.002417458,0.001788585,0.00278469,0.275155365,Detective/Spy,Past,Daytime,"['Crime', 'Comedy', 'Action']"
Rush Hour,0.154933572,0.018214539,0.78513056,0.004772054,0.035329897,0.001619483,Law Person/Outlaw,Past,Daytime,"['Crime', 'Comedy', 'Action']"
Rush,0.134869173,0.03011748,0.384933859,0.005520232,0.442111552,0.002447701,Child,Past,Daytime,"['Drama', 'Action']"
Rushmore,0.000719424,0.010866729,0.004491052,0.000705392,0.001589932,0.981627524,Law Person/Outlaw,Past,Daytime,"['Comedy', 'Romance']"
Rust and Bone,0.658430159,0.195893005,0.077155113,0.002733946,0.063049674,0.002738048,Detective/Spy,Past,Daytime,"['Romance', 'Drama']"
S. Darko,0.909150183,0.063245587,0.016378162,0.001762717,0.008589743,0.000873526,Detective/Spy,Past,Daytime,"['Thriller', 'Crime', 'Sci-Fi']"
Save the Last Dance,0.552817762,0.219256118,0.104294278,0.007200792,0.110532321,0.005898797,Realist,Present,Daytime,"['Romance', 'Drama']"
Saving Mr. Banks,0.002418288,0.001351114,0.991801918,0.002656979,0.001211295,0.000560313,Detective/Spy,Past,Daytime,['Drama']
Saving Private Ryan,0.173231468,0.624473751,0.145235375,0.00352686,0.015732255,0.037800245,Soldier,Past,Daytime,"['War', 'Drama', 'Action']"
Saw,0.003734316,0.993123829,0.000650937,0.00017102,0.001334713,0.000985261,Detective/Spy,Past,Nighttime,"['Thriller', 'Crime', 'Horror']"
Scarface,0.109927639,0.042592213,0.004926095,0.001365994,0.839710236,0.001477889,Detective/Spy,Past,Daytime,"['Crime', 'Drama', 'Action']"
Scary Movie 2,0.473059773,0.174096823,0.203276545,0.020045212,0.110961616,0.018559942,Realist,Present,Nighttime,"['Horror', 'Comedy', 'Sci-Fi']"
Schindlers List,0.010891958,0.795843601,0.002227413,0.000781275,0.182542324,0.007713378,Fighter,Past,Daytime,"['War', 'Drama']"
Scott Pilgrim vs the World,0.079784811,0.007594652,0.665225148,0.235262632,0.008107405,0.004025336,Fighter,Future,Nighttime,"['Comedy', 'Fantasy', 'Action']"
Scream 2,0.001924773,0.004572053,0.987706721,0.003398376,0.001335687,0.001062445,Realist,Present,Nighttime,"['Thriller', 'Horror']"
Scream 3,0.866973341,0.002523688,0.114006251,0.008109158,0.006673647,0.001713863,Monster/Killer/Victim,Past,Daytime,"['Thriller', 'Horror']"
Scream,0.001162641,0.000460549,0.994664669,0.002083326,0.001385964,0.000242828,Realist,Past,Nighttime,"['Thriller', 'Horror']"
Se7en,0.002066677,0.987091422,0.000625796,0.000288424,0.001012895,0.008914851,Detective/Spy,Past,Daytime,"['Thriller', 'Drama']"
Semi-Pro,0.000857826,0.000292362,0.987689972,0.009805589,0.000911113,0.000443138,Realist,Past,Nighttime,['Comedy']
Sense and Sensibility,0.001504143,0.048905894,0.001605026,0.001301721,0.945930362,0.000752697,Realist,Past,Daytime,"['Romance', 'Comedy', 'Drama']"
Serenity,0.073280565,0.0104715,0.905915678,0.002037954,0.006939943,0.001354332,Fighter,Past,Daytime,"['Thriller', 'Adventure', 'Sci-Fi', 'Action']"
Serial Mom,0.002756241,0.000578316,0.99097389,0.002149076,0.003205753,0.000336634,Realist,Present,Daytime,"['Horror', 'Crime', 'Comedy']"
Sex and the City,0.129592836,0.605833709,0.230758652,0.006881559,0.021056095,0.005877107,Fighter,Past,Daytime,"['Romance', 'Comedy', 'Drama']"
Sex Lies and Videotape,0.000276086,0.000200194,0.998409092,0.000430439,0.00039165,0.000292437,Fighter,Present,Daytime,['Drama']
Sexual Life,0.966046751,0.003929087,0.006991918,0.000853898,0.021668524,0.000509824,Fighter,Future,Daytime,"['Comedy', 'Drama']"
Shakespeare in Love,0.875854552,0.098871291,0.012970914,0.00289973,0.005375763,0.004027864,Realist,Past,Daytime,"['Romance', 'Comedy', 'Drama']"
Shallow Grave,0.357426256,0.369449884,0.153638333,0.002997621,0.111757614,0.004730259,Realist,Present,Daytime,"['Thriller', 'Crime', 'Comedy', 'Drama']"
Shame,0.032119539,0.441957682,0.006462358,0.001156781,0.516245306,0.002058332,Child,Past,Daytime,['Drama']
Shampoo,0.011757896,0.951614916,0.029765991,0.000570548,0.002745755,0.003544952,Law Person/Outlaw,Present,Nighttime,['Drama']
Sherlock Holmes,0.854829848,0.064143509,0.065178074,0.002212462,0.010226105,0.003409971,Detective/Spy,Past,Daytime,"['Thriller', 'Crime', 'Adventure', 'Action']"
Shes Out of My League,0.085575327,0.005129564,0.89149344,0.003558781,0.012893171,0.001349722,Detective/Spy,Past,Daytime,"['Comedy', 'Romance']"
Shifty,0.20623146,0.738550961,0.024676727,0.002836001,0.024401909,0.003302957,Realist,Past,Daytime,['Thriller']
Shivers,0.421786517,0.067145795,0.025257241,0.00239648,0.481087267,0.002326712,Monster/Killer/Victim,Past,Nighttime,"['Horror', 'Sci-Fi']"
Shrek the Third,0.021137731,0.97042042,0.002469818,0.00037291,0.001612034,0.003987176,Fighter,Present,Nighttime,"['Adventure', 'Comedy']"
Shrek,0.43280676,0.230200171,0.188679591,0.023078516,0.117741078,0.007493897,Realist,Present,Daytime,"['Comedy', 'Fantasy', 'Romance', 'Family', 'Adventure']"
Sicario,0.030666899,0.46118027,0.007356024,0.001474695,0.497452855,0.001869318,Realist,Future,Daytime,"['Crime', 'Drama', 'Action']"
Sideways,0.294330001,0.490734339,0.180006817,0.018298781,0.011701533,0.004928481,Detective/Spy,Past,Daytime,"['Adventure', 'Comedy', 'Drama']"
Signs,0.070103787,0.141184047,0.736536562,0.003753518,0.046044104,0.002378007,Monster/Killer/Victim,Present,Daytime,"['Thriller', 'Horror', 'Drama', 'Sci-Fi']"
Silence of the Lambs,0.001741594,0.993596196,0.000475607,0.000190981,0.000460507,0.003535083,Soldier,Past,Daytime,"['Thriller', 'Crime', 'Horror', 'Drama']"
Silver Bullet,0.542067289,0.13930133,0.283468336,0.011614129,0.018748939,0.004800068,Child,Past,Daytime,['Horror']
Silver Linings Playbook,0.244619846,0.005110187,0.021561844,0.003160151,0.724794328,0.000753654,Child,Present,Daytime,"['Romance', 'Comedy', 'Drama']"
Simone,0.003370449,0.993143082,0.000527329,0.000189871,0.00109668,0.001672504,Superhuman/Scientist/Alien/Robot,Present,Daytime,"['Comedy', 'Drama', 'Sci-Fi']"
Single White Female,0.282044023,0.215206891,0.44930476,0.011000078,0.037011992,0.005432288,Realist,Past,Nighttime,"['Thriller', 'Drama']"
Sister Act,0.00357197,0.994789243,0.000429659,0.000181347,0.000574694,0.00045311,Detective/Spy,Past,Daytime,"['Crime', 'Comedy']"
Six Degrees of Separation,0.035135798,0.309833378,0.463357627,0.016245833,0.169512197,0.005915141,Realist,Past,Nighttime,"['Comedy', 'Drama']"
Sleepless in Seattle,0.055469953,0.060484789,0.108582966,0.003883001,0.768466711,0.003112592,Realist,Past,Nighttime,"['Romance', 'Comedy', 'Drama']"
Sleepy Hollow,0.006430594,0.987473726,0.000724691,0.000264021,0.003998858,0.001108078,Realist,Past,Daytime,['Horror']
Sling Blade,0.222539693,0.700918555,0.052403025,0.004489901,0.010068552,0.009580279,Fighter,Present,Nighttime,['Drama']
Slither,0.018190587,0.00264907,0.973758817,0.001169582,0.002662306,0.001569553,Detective/Spy,Past,Daytime,"['Horror', 'Comedy', 'Sci-Fi']"
Slumdog Millionaire,0.98859185,0.008465185,0.001301123,0.000416665,0.00092534,0.000299861,Detective/Spy,Past,Daytime,"['Crime', 'Romance', 'Drama']"
Smashed,0.00353607,0.000741318,0.992818773,0.000772792,0.001728589,0.000402415,Detective/Spy,Past,Daytime,"['Comedy', 'Drama']"
Smokin Aces,0.17925258,0.679516673,0.127010018,0.00238205,0.008907145,0.002931533,Realist,Past,Daytime,"['Crime', 'Comedy', 'Drama', 'Action']"
Snatch,0.068222515,0.06582959,0.844983041,0.002677405,0.015365357,0.002922161,Monster/Killer/Victim,Past,Nighttime,"['Crime', 'Comedy']"
Snow Falling On Cedars,0.014684264,0.974313557,0.003994093,0.000808021,0.004609322,0.001590728,Monster/Killer/Victim,Present,Daytime,['Drama']
Snow White and the Huntsman,0.006526947,0.006807786,0.957989335,0.017752144,0.003756391,0.007167348,Detective/Spy,Past,Daytime,"['Adventure', 'Drama', 'Action']"
So I Married an Axe Murderer,0.290548027,0.493572831,0.089422591,0.003089604,0.115873791,0.007493171,Detective/Spy,Present,Nighttime,"['Thriller', 'Comedy', 'Romance']"
Solaris,0.000996142,0.972552776,0.001604696,0.000347839,0.002013686,0.022484865,Fighter,Past,Daytime,"['Romance', 'Drama', 'Sci-Fi']"
Soldier,0.287787288,0.237214312,0.049929406,0.003229754,0.419473439,0.002365821,Child,Past,Nighttime,"['Drama', 'Sci-Fi', 'Action']"
Someone To Watch Over Me,0.001472085,0.000367817,0.995106459,0.001901807,0.00054208,0.00060971,Realist,Past,Daytime,"['Thriller', 'Crime', 'Drama', 'Action']"
Somethings Gotta Give,0.001096345,0.001167709,0.993099034,0.000747468,0.001693905,0.002195443,Detective/Spy,Future,Daytime,"['Romance', 'Comedy', 'Drama']"
Source Code,0.002299249,0.872632921,0.001055847,0.000606962,0.001218574,0.12218646,Realist,Past,Daytime,"['Thriller', 'Sci-Fi']"
South Park,0.147224143,0.012407146,0.515150785,0.003483685,0.316872835,0.004861402,Realist,Past,Daytime,['Comedy']
Space Milkshake,0.306857854,0.62738198,0.036514107,0.002723482,0.022408275,0.004114302,Realist,Future,Daytime,"['Comedy', 'Sci-Fi']"
Spanglish,0.026966579,0.005696102,0.628524721,0.328413546,0.005140503,0.005258511,Detective/Spy,Present,Daytime,"['Romance', 'Comedy', 'Drama']"
Spare Me,0.598043859,0.164420813,0.112735696,0.008570349,0.111737996,0.004491276,Detective/Spy,Past,Daytime,['Thriller']
Spartan,0.472722262,0.158935711,0.007007982,0.001636783,0.357270271,0.00242699,Law Person/Outlaw,Past,Daytime,"['Thriller', 'Crime', 'Drama']"
Speed Racer,0.984224081,0.012034901,0.001328064,0.000347943,0.001718389,0.000346572,Detective/Spy,Past,Daytime,"['Action', 'Family']"
Sphere,0.001068693,0.000995631,0.003940931,0.991040647,0.002479206,0.000474921,Detective/Spy,Past,Daytime,"['Thriller', 'Sci-Fi']"
Spider-Man,0.003716519,0.982281327,0.001113056,0.00034579,0.000957713,0.011585576,Child,Past,Nighttime,"['Adventure', 'Sci-Fi', 'Action']"
St. Elmos Fire,0.001661773,0.001982636,0.991833925,0.001911171,0.001279653,0.001330823,Law Person/Outlaw,Present,Nighttime,"['Romance', 'Drama']"
Star Trek First Contact,0.001483779,0.894373178,0.000996914,0.000832037,0.001503948,0.100810178,Realist,Future,Daytime,"['Adventure', 'Sci-Fi', 'Action']"
Star Trek Generations,0.688782215,0.151101828,0.135659248,0.002815411,0.018190971,0.003450267,Detective/Spy,Present,Daytime,"['Adventure', 'Sci-Fi', 'Action']"
Star Trek II The Wrath of Khan,0.132732436,0.588751912,0.086307481,0.003433727,0.18507342,0.003700968,Superhuman/Scientist/Alien/Robot,Past,Daytime,"['Adventure', 'Sci-Fi', 'Action']"
